"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"US_11.03.04 | Education > Menu item [Position Trading]","Language: es","Country: de / Role: NoReg","0","0","0","7","0"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: es","Country: de / Role: NoAuth","11","0","4","3","0"
"US_11.03.07 | Education > Menu item [What is a margin?]","Language: es","Country: de / Role: NoAuth","3","0","3","0","0"
"US_11.00.00 | Learn to trade","Language: es","Country: de / Role: NoReg","0","0","0","3","0"
"US_00 | Main Page","Language: es","Country: de / Role: NoReg","3","0","13","58","0"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: es","Country: de / Role: NoAuth","12","0","4","1","0"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: es","Country: de / Role: NoReg","0","0","17","0","0"
"US_01.01 | Markets > Menu item [All markets]","Language: es","Country: de / Role: NoAuth","3","2","11","2","0"
"US_00 | Main Page","Language: es","Country: de / Role: Auth","7","0","9","58","0"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: es","Country: de / Role: Auth","8","1","7","1","0"
"US_11.03.07 | Education > Menu item [What is a margin?]","Language: es","Country: de / Role: Auth","1","0","5","0","0"
"US_00 | Main Page","Language: es","Country: de / Role: NoAuth","9","0","7","58","0"
"US_01.02 | Markets > Menu item [Shares]","Language: es","Country: de / Role: NoAuth","6","0","13","2","0"
"US_11.03.01 | Education > Menu item [Trading Strategies Guides]","Language: es","Country: de / Role: NoAuth","7","0","4","4","0"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: es","Country: de / Role: Auth","6","1","8","3","0"
"US_11.01.03 | Education > Menu item [CFD trading guide]","Language: es","Country: de / Role: NoAuth","4","0","4","2","0"
"US_01.03 | Markets > Menu item [Forex]","Language: es","Country: de / Role: Auth","15","0","7","1","0"
"US_01.02 | Markets > Menu item [Shares]","Language: es","Country: de / Role: NoReg","6","0","15","0","0"
"US_11.01.05 | Education > Menu Item [Trading courses]","Language: es","Country: de / Role: NoReg","0","0","4","2","0"
"US_11.01.07 | Education > Menu item [Glossary of trading terms]","Language: es","Country: de / Role: NoReg","0","0","3","0","0"
"US_01.04 | Markets > Menu item [Indices]","Language: es","Country: de / Role: NoAuth","4","0","14","2","0"
"US_01.05 | Markets > Menu item [Commodities]","Language: es","Country: de / Role: Auth","15","0","6","1","0"
"US_11.01.07 | Education > Menu item [Glossary of trading terms]","Language: es","Country: de / Role: NoAuth","0","0","2","1","0"
"US_11.00.04 | Learn to trade > Menu item [Trading Strategies]","Language: es","Country: de / Role: NoReg","0","0","0","3","0"
"US_01.01 | Markets > Menu item [All markets]","Language: es","Country: de / Role: Auth","9","3","5","1","0"
