"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: en","Country: au / Role: NoReg","0","0","13","5","0"
"US_11.03.02 | Education > Menu item [Day Trading]","Language: en","Country: au / Role: NoReg","1","0","8","0","0"
"US_01.02 | Markets > Menu item [Shares]","Language: en","Country: au / Role: NoReg","2","0","19","0","0"
"US_11.03.08 | Education > Menu item [Trading Psychology Guide]","Language: en","Country: au / Role: NoReg","0","0","11","0","0"
"US_11.02.06 | Education > Menu item [Indices Trading]","Language: en","Country: au / Role: NoAuth","4","0","4","17","0"
"US_11.01.03 | Education > Menu item [CFD trading guide]","Language: en","Country: au / Role: NoReg","0","0","9","1","0"
"US_11.00.01 | Learn to trade > Menu item [Essentials of trading]","Language: en","Country: au / Role: NoReg","0","0","0","5","0"
"US_01.04 | Markets > Menu item [Indices]","Language: en","Country: au / Role: NoReg","1","0","19","0","0"
"US_11.03.01 | Education > Menu item [Trading Strategies Guides]","Language: en","Country: au / Role: NoAuth","4","0","4","7","0"
"US_11.03.01 | Education > Menu item [Trading Strategies Guides]","Language: en","Country: au / Role: NoReg","0","0","9","6","0"
"US_00 | Main Page","Language: en","Country: au / Role: NoReg","2","0","8","64","0"
"US_11.02.03 | Education > Menu item [Commodities trading]","Language: en","Country: au / Role: NoReg","0","0","12","5","0"
"US_01.05 | Markets > Menu item [Commodities]","Language: en","Country: au / Role: Auth","13","0","8","1","0"
"US_01.02 | Markets > Menu item [Shares]","Language: en","Country: au / Role: NoAuth","5","0","14","2","0"
"US_01.09 | Markets > Menu item [CFD Calculator]","Language: en","Country: au / Role: NoAuth","0","0","0","6","0"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: en","Country: au / Role: Auth","3","0","8","6","0"
"US_01.04 | Markets > Menu item [Indices]","Language: en","Country: au / Role: NoAuth","6","0","12","2","0"
"US_11.03.07 | Education > Menu item [What is a margin?]","Language: en","Country: au / Role: Auth","0","0","4","2","0"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: en","Country: au / Role: NoAuth","7","0","4","6","0"
"US_01.03 | Markets > Menu item [Forex]","Language: en","Country: au / Role: NoAuth","5","1","15","2","0"
"US_00 | Main Page","Language: en","Country: au / Role: Auth","4","0","6","64","0"
"US_00 | Main Page","Language: en","Country: au / Role: NoAuth","5","1","4","64","0"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: en","Country: au / Role: NoReg","0","0","12","5","0"
"US_11.02.03 | Education > Menu item [Commodities trading]","Language: en","Country: au / Role: Auth","4","0","7","6","0"
"US_11.03.02 | Education > Menu item [Day Trading]","Language: en","Country: au / Role: NoAuth","6","0","3","0","0"
"US_11.00.00 | Learn to trade","Language: en","Country: au / Role: NoAuth","0","0","0","3","0"
"US_01.05 | Markets > Menu item [Commodities]","Language: en","Country: au / Role: NoAuth","7","0","13","2","0"
"US_01.01 | Markets > Menu item [All markets]","Language: en","Country: au / Role: NoAuth","3","0","13","2","0"
"US_11.03.02 | Education > Menu item [Day Trading]","Language: en","Country: au / Role: Auth","2","0","7","0","0"
"US_01.01 | Markets > Menu item [All markets]","Language: en","Country: au / Role: Auth","5","0","12","1","0"
"US_01.09 | Markets > Menu item [CFD Calculator]","Language: en","Country: au / Role: NoReg","0","0","0","6","0"
"US_01.03 | Markets > Menu item [Forex]","Language: en","Country: au / Role: Auth","13","1","8","1","0"
"US_01.02 | Markets > Menu item [Shares]","Language: en","Country: au / Role: Auth","13","0","7","1","0"
"US_11.01.03 | Education > Menu item [CFD trading guide]","Language: en","Country: au / Role: NoAuth","4","0","4","2","0"
"US_11.01.03 | Education > Menu item [CFD trading guide]","Language: en","Country: au / Role: Auth","2","0","6","2","0"
"US_11.01.05 | Education > Menu Item [Trading courses]","Language: en","Country: au / Role: NoAuth","1","0","3","2","0"
"US_11.03.04 | Education > Menu item [Position Trading]","Language: en","Country: au / Role: Auth","1","0","6","0","0"
"US_11.01.04 | Education > Menu item [Spread betting guide]","Language: en","Country: au / Role: NoReg","7","0","0","0","0"
"US_01.03 | Markets > Menu item [Forex]","Language: en","Country: au / Role: NoReg","4","1","18","0","0"
"US_11.00.06 | Learn to trade > Menu Item [Help]","Language: en","Country: au / Role: NoReg","0","0","0","1","0"
"US_11.03.08 | Education > Menu item [Trading Psychology Guide]","Language: en","Country: au / Role: Auth","2","0","8","1","0"
"US_11.02.06 | Education > Menu item [Indices Trading]","Language: en","Country: au / Role: Auth","2","0","6","17","0"
"US_11.01.05 | Education > Menu Item [Trading courses]","Language: en","Country: au / Role: NoReg","0","0","5","1","0"
"US_11.03.05 | Education > Menu item [Swing Trading]","Language: en","Country: au / Role: Auth","1","0","6","0","0"
"US_11.01.04 | Education > Menu item [Spread betting guide]","Language: en","Country: au / Role: Auth","7","0","0","0","0"
"US_11.01.07 | Education > Menu item [Glossary of trading terms]","Language: en","Country: au / Role: NoReg","0","0","3","0","0"
"US_11.03.04 | Education > Menu item [Position Trading]","Language: en","Country: au / Role: NoAuth","4","0","3","0","0"
"US_01.01 | Markets > Menu item [All markets]","Language: en","Country: au / Role: NoReg","1","0","17","0","0"
"US_11.03.07 | Education > Menu item [What is a margin?]","Language: en","Country: au / Role: NoReg","0","0","4","2","0"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: en","Country: au / Role: NoAuth","8","0","4","6","0"
"US_11.02.06 | Education > Menu item [Indices Trading]","Language: en","Country: au / Role: NoReg","0","0","9","16","0"
"US_01.04 | Markets > Menu item [Indices]","Language: en","Country: au / Role: Auth","12","0","7","1","0"
"US_11.01.05 | Education > Menu Item [Trading courses]","Language: en","Country: au / Role: Auth","2","0","2","2","0"
"US_11.03.03 | Education > Menu item [Trend Trading]","Language: en","Country: au / Role: Auth","2","0","5","0","0"
"US_11.03.01 | Education > Menu item [Trading Strategies Guides]","Language: en","Country: au / Role: Auth","2","0","6","7","0"
"US_11.00.00 | Learn to trade","Language: en","Country: au / Role: NoReg","0","0","0","3","0"
"US_11.00.03 | Learn to trade > Menu item [Market guides]","Language: en","Country: au / Role: NoReg","0","0","0","3","0"
"US_11.01.04 | Education > Menu item [Spread betting guide]","Language: en","Country: au / Role: NoAuth","7","0","0","0","0"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: en","Country: au / Role: Auth","4","0","8","6","0"
"US_11.03.03 | Education > Menu item [Trend Trading]","Language: en","Country: au / Role: NoAuth","4","0","3","0","0"
"US_11.03.04 | Education > Menu item [Position Trading]","Language: en","Country: au / Role: NoReg","1","0","6","0","0"
"US_01.06 | Markets > Menu item [Cryptocurrencies]","Language: en","Country: au / Role: NoReg","0","0","1","0","0"
"US_11.03.03 | Education > Menu item [Trend Trading]","Language: en","Country: au / Role: NoReg","1","0","6","0","0"
"US_11.02.03 | Education > Menu item [Commodities trading]","Language: en","Country: au / Role: NoAuth","7","0","4","6","0"
"US_11.02.04 | Education > Menu item [Forex trading]","Language: en","Country: au / Role: NoAuth","10","0","4","1","0"
"US_11.02.07 | Education > Menu item [ETF trading]","Language: en","Country: au / Role: Auth","0","0","4","0","0"
"US_01.05 | Markets > Menu item [Commodities]","Language: en","Country: au / Role: NoReg","4","0","18","0","0"
"US_11.00.03 | Learn to trade > Menu item [Market guides]","Language: en","Country: au / Role: NoAuth","0","0","0","3","0"
"US_11.03.05 | Education > Menu item [Swing Trading]","Language: en","Country: au / Role: NoReg","1","0","6","0","0"
"US_11.00.02 | Learn to trade > Menu Item [Risk-management guide]","Language: en","Country: au / Role: NoReg","0","0","0","1","0"
"US_11.03.05 | Education > Menu item [Swing Trading]","Language: en","Country: au / Role: NoAuth","4","0","3","0","0"
"US_11.02.04 | Education > Menu item [Forex trading]","Language: en","Country: au / Role: Auth","6","0","8","1","0"
"US_11.01.07 | Education > Menu item [Glossary of trading terms]","Language: en","Country: au / Role: Auth","0","0","2","1","0"
"US_11.00.04 | Learn to trade > Menu item [Trading Strategies]","Language: en","Country: au / Role: Auth","0","0","0","3","0"
"US_11.03.08 | Education > Menu item [Trading Psychology Guide]","Language: en","Country: au / Role: NoAuth","6","0","4","1","0"
"US_11.01.07 | Education > Menu item [Glossary of trading terms]","Language: en","Country: au / Role: NoAuth","0","0","2","1","0"
"US_11.00.05 | Learn to trade > Menu Item [Technical analysis]","Language: en","Country: au / Role: NoAuth","0","0","0","1","0"
"US_11.00.01 | Learn to trade > Menu item [Essentials of trading]","Language: en","Country: au / Role: NoAuth","0","0","0","5","0"
"US_11.00.01 | Learn to trade > Menu item [Essentials of trading]","Language: en","Country: au / Role: Auth","0","0","0","5","0"
"US_11.03.07 | Education > Menu item [What is a margin?]","Language: en","Country: au / Role: NoAuth","2","0","2","2","0"
"US_11.01.01 | Education > Menu Item [Learning hub]","Language: en","Country: au / Role: Auth","0","0","1","0","0"
"US_11.02.04 | Education > Menu item [Forex trading]","Language: en","Country: au / Role: NoReg","0","0","15","0","0"
"US_11.00.06 | Learn to trade > Menu Item [Help]","Language: en","Country: au / Role: NoAuth","0","0","0","1","0"
"US_11.00.04 | Learn to trade > Menu item [Trading Strategies]","Language: en","Country: au / Role: NoAuth","0","0","0","3","0"
"US_11.01.01 | Education > Menu Item [Learning hub]","Language: en","Country: au / Role: NoAuth","0","0","1","0","0"
"US_01.09 | Markets > Menu item [CFD Calculator]","Language: en","Country: au / Role: Auth","0","0","0","6","0"
"US_11.00.05 | Learn to trade > Menu Item [Technical analysis]","Language: en","Country: au / Role: Auth","0","0","0","1","0"
"US_11.01.02 | Education > Menu Item [The basics of trading]","Language: en","Country: au / Role: NoReg","0","0","1","0","0"
"","","","0","3","0","0","0"
"US_11.02.07 | Education > Menu item [ETF trading]","Language: en","Country: au / Role: NoAuth","2","0","2","0","0"
"US_11.00.04 | Learn to trade > Menu item [Trading Strategies]","Language: en","Country: au / Role: NoReg","0","0","0","3","0"
"US_11.00.06 | Learn to trade > Menu Item [Help]","Language: en","Country: au / Role: Auth","0","0","0","1","0"
"US_11.00.00 | Learn to trade","Language: en","Country: au / Role: Auth","0","0","0","3","0"
"US_11.00.03 | Learn to trade > Menu item [Market guides]","Language: en","Country: au / Role: Auth","0","0","0","3","0"
"US_11.01.01 | Education > Menu Item [Learning hub]","Language: en","Country: au / Role: NoReg","0","0","1","0","0"
"US_11.02.07 | Education > Menu item [ETF trading]","Language: en","Country: au / Role: NoReg","0","0","4","0","0"
"US_11.00.02 | Learn to trade > Menu Item [Risk-management guide]","Language: en","Country: au / Role: NoAuth","0","0","0","1","0"
