"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"US_11.02.02 | Education > Menu item [Shares trading]","Language: en","Country: ae / Role: NoAuth","14","0","6","7","0"
"US_01.03 | Markets > Menu item [Forex]","Language: en","Country: ae / Role: NoAuth","2","14","8","1","0"
"US_01.04 | Markets > Menu item [Indices]","Language: en","Country: ae / Role: NoAuth","3","0","7","1","0"
"US_00 | Main Page","Language: en","Country: ae / Role: NoAuth","0","8","0","50","0"
"US_11.03.03 | Education > Menu item [Trend Trading]","Language: en","Country: ae / Role: Auth","1","1","5","0","0"
"US_11.03.07 | Education > Menu item [What is a margin?]","Language: en","Country: ae / Role: NoReg","0","0","4","2","0"
"US_11.03.02 | Education > Menu item [Day Trading]","Language: en","Country: ae / Role: NoAuth","5","1","3","0","0"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: en","Country: ae / Role: Auth","4","8","9","7","0"
"US_11.02.05 | Education > Menu item [Cryptocurrency trading]","Language: en","Country: ae / Role: NoReg","0","21","0","7","0"
"US_11.02.03 | Education > Menu item [Commodities trading]","Language: en","Country: ae / Role: Auth","4","8","8","7","0"
"US_00 | Main Page","Language: en","Country: ae / Role: NoReg","0","8","0","50","0"
"US_11.03.08 | Education > Menu item [Trading Psychology Guide]","Language: en","Country: ae / Role: Auth","4","0","11","2","0"
"US_11.01.03 | Education > Menu item [CFD trading guide]","Language: en","Country: ae / Role: Auth","6","0","7","2","0"
"US_11.03.05 | Education > Menu item [Swing Trading]","Language: en","Country: ae / Role: Auth","0","1","6","0","0"
"US_11.02.03 | Education > Menu item [Commodities trading]","Language: en","Country: ae / Role: NoAuth","13","0","6","8","0"
"US_01.05 | Markets > Menu item [Commodities]","Language: en","Country: ae / Role: Auth","14","4","9","0","0"
"US_01.04 | Markets > Menu item [Indices]","Language: en","Country: ae / Role: Auth","8","0","3","0","0"
"US_11.01.06 | Education > Menu item [Investmate app]","Language: en","Country: ae / Role: Auth","0","0","4","1","0"
"US_01.02 | Markets > Menu item [Shares]","Language: en","Country: ae / Role: NoReg","3","4","11","1","0"
"US_11.01.05 | Education > Menu Item [Trading courses]","Language: en","Country: ae / Role: Auth","5","0","3","1","0"
"US_11.01.03 | Education > Menu item [CFD trading guide]","Language: en","Country: ae / Role: NoAuth","2","8","2","3","0"
"US_11.03.04 | Education > Menu item [Position Trading]","Language: en","Country: ae / Role: Auth","0","1","6","0","0"
